path,name,family,role,sizeX,sizeY,sizeZ,minX,minY,minZ,maxX,maxY,maxZ,renderers,triangles,materials,skinned
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Bucket_02.prefab","SM_Prop_Camp_Bucket_02",Prop,Other,0.29,0.20,0.29,-0.14,0.00,-0.15,0.14,0.20,0.15,1,140,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Can_01.prefab","SM_Prop_Camp_Can_01",Prop,Other,0.16,0.20,0.16,-0.08,0.00,-0.08,0.08,0.20,0.08,1,146,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Can_02.prefab","SM_Prop_Camp_Can_02",Prop,Other,0.25,0.24,0.16,-0.08,0.00,-0.08,0.17,0.24,0.08,1,184,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Crate_01.prefab","SM_Prop_Camp_Crate_01",Prop,Other,0.55,0.54,0.80,-0.27,0.00,-0.40,0.27,0.54,0.40,1,568,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Fire_Tripod_01.prefab","SM_Prop_Camp_Fire_Tripod_01",Prop,Other,1.09,1.67,1.00,-0.47,-0.04,-0.58,0.62,1.63,0.42,1,540,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Fireplace_01.prefab","SM_Prop_Camp_Fireplace_01",Prop,Other,0.84,0.38,0.80,-0.44,-0.03,-0.41,0.40,0.35,0.38,1,326,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Fireplace_02.prefab","SM_Prop_Camp_Fireplace_02",Prop,Other,0.84,0.38,0.80,-0.44,-0.03,-0.42,0.40,0.35,0.38,1,326,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Fireplace_Stones_01.prefab","SM_Prop_Camp_Fireplace_Stones_01",Prop,Other,1.19,0.22,1.17,-0.60,-0.06,-0.56,0.59,0.16,0.60,1,336,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Pouch_01.prefab","SM_Prop_Camp_Pouch_01",Prop,Other,0.22,0.27,0.23,-0.11,0.00,-0.12,0.11,0.27,0.12,1,100,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Tanning_Rack_01.prefab","SM_Prop_Camp_Tanning_Rack_01",Prop,Other,1.99,1.93,1.07,-0.99,0.00,-0.54,0.99,1.93,0.54,1,1158,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Camp_Tent_01.prefab","SM_Prop_Camp_Tent_01",Prop,Other,2.00,1.52,2.68,-1.00,-0.07,-1.34,1.00,1.45,1.34,1,722,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Gate_Small_01.prefab","SM_Prop_Gate_Small_01",Prop,Other,1.52,1.30,0.20,-1.43,0.00,-0.08,0.09,1.30,0.12,2,537,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_HandCart_01.prefab","SM_Prop_HandCart_01",Prop,Other,1.88,1.51,2.75,-0.94,0.00,-0.72,0.94,1.51,2.03,3,2670,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_HorseHitch_01.prefab","SM_Prop_HorseHitch_01",Prop,Other,2.53,1.20,0.23,-1.26,-0.06,-0.11,1.26,1.14,0.11,1,590,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Kite_01.prefab","SM_Prop_Kite_01",Prop,Other,0.82,15.43,0.12,-0.41,0.00,-0.03,0.41,15.43,0.09,1,194,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Kite_02.prefab","SM_Prop_Kite_02",Prop,Other,1.45,16.42,0.95,-0.80,0.00,-0.47,0.64,16.42,0.47,1,827,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Kite_03.prefab","SM_Prop_Kite_03",Prop,Other,2.47,15.24,1.12,-1.23,0.00,-0.73,1.23,15.24,0.38,1,754,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_01.prefab","SM_Prop_Meadow_Fence_01",Prop,Railing,2.59,1.57,0.19,-0.09,-0.12,-0.09,2.50,1.45,0.09,1,238,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_02.prefab","SM_Prop_Meadow_Fence_02",Prop,Railing,1.36,1.52,0.20,-0.10,-0.15,-0.10,1.25,1.37,0.10,1,202,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_03.prefab","SM_Prop_Meadow_Fence_03",Prop,Railing,2.68,1.52,0.21,-0.08,-0.15,-0.10,2.60,1.38,0.10,1,308,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_04.prefab","SM_Prop_Meadow_Fence_04",Prop,Railing,1.46,1.52,0.21,-0.10,-0.15,-0.11,1.35,1.37,0.10,1,276,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_05.prefab","SM_Prop_Meadow_Fence_05",Prop,Railing,2.52,1.51,0.40,-0.09,-0.15,-0.32,2.44,1.36,0.09,1,244,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_06.prefab","SM_Prop_Meadow_Fence_06",Prop,Railing,2.54,1.54,0.46,-0.11,-0.15,-0.37,2.43,1.39,0.09,1,242,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_07.prefab","SM_Prop_Meadow_Fence_07",Prop,Railing,2.66,1.51,0.92,-0.08,-0.15,-0.82,2.58,1.36,0.10,1,312,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_Gate_01.prefab","SM_Prop_Meadow_Fence_Gate_01",Prop,Railing,2.27,1.28,0.16,0.00,-0.63,-0.06,2.28,0.65,0.10,1,590,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_Gate_02.prefab","SM_Prop_Meadow_Fence_Gate_02",Prop,Railing,1.01,1.21,0.16,-0.01,-0.64,-0.08,1.00,0.57,0.09,1,329,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_Gate_Set_01.prefab","SM_Prop_Meadow_Fence_Gate_Set_01",Prop,Railing,2.69,1.54,0.24,-0.10,-0.15,-0.12,2.59,1.39,0.12,3,888,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_Gate_Set_02.prefab","SM_Prop_Meadow_Fence_Gate_Set_02",Prop,Railing,1.44,1.54,0.24,-0.10,-0.15,-0.12,1.34,1.39,0.12,3,627,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_Post_01.prefab","SM_Prop_Meadow_Fence_Post_01",Prop,Railing,0.21,1.51,0.20,-0.10,-0.15,-0.09,0.10,1.36,0.11,1,74,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_Post_02.prefab","SM_Prop_Meadow_Fence_Post_02",Prop,Railing,0.23,1.51,0.19,-0.10,-0.15,-0.09,0.14,1.36,0.10,1,132,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_Post_03.prefab","SM_Prop_Meadow_Fence_Post_03",Prop,Railing,0.34,1.54,0.24,-0.25,-0.15,-0.11,0.09,1.39,0.13,2,166,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Meadow_Fence_Railing_01.prefab","SM_Prop_Meadow_Fence_Railing_01",Prop,Railing,2.38,0.14,0.12,-0.01,-0.06,-0.06,2.37,0.08,0.06,1,46,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_MushroomHouse_01.prefab","SM_Prop_MushroomHouse_01",Prop,Other,0.38,0.59,0.39,-0.19,-0.04,-0.19,0.19,0.55,0.20,1,1081,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_MushroomHouse_02.prefab","SM_Prop_MushroomHouse_02",Prop,Other,0.43,0.48,0.40,-0.20,-0.03,-0.20,0.22,0.45,0.20,1,977,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_01.prefab","SM_Prop_Mushroom_01",Prop,Other,0.07,0.27,0.06,-0.04,-0.02,-0.03,0.03,0.25,0.03,1,70,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_02.prefab","SM_Prop_Mushroom_02",Prop,Other,0.17,0.21,0.14,-0.08,-0.04,-0.07,0.08,0.17,0.07,1,54,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_03.prefab","SM_Prop_Mushroom_03",Prop,Other,0.11,0.21,0.09,-0.05,-0.03,-0.05,0.05,0.18,0.05,1,60,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_04.prefab","SM_Prop_Mushroom_04",Prop,Other,0.09,0.15,0.08,-0.05,-0.02,-0.04,0.05,0.14,0.04,1,70,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_05.prefab","SM_Prop_Mushroom_05",Prop,Other,0.20,0.20,0.20,-0.10,-0.03,-0.10,0.10,0.17,0.10,1,316,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_06.prefab","SM_Prop_Mushroom_06",Prop,Other,0.13,0.20,0.13,-0.06,-0.03,-0.07,0.06,0.17,0.07,1,236,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_Group_02.prefab","SM_Prop_Mushroom_Group_02",Prop,Other,0.23,0.21,0.23,-0.12,-0.04,-0.11,0.11,0.17,0.12,1,270,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_Group_03.prefab","SM_Prop_Mushroom_Group_03",Prop,Other,0.22,0.21,0.21,-0.11,-0.03,-0.11,0.11,0.17,0.10,1,236,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_Group_04.prefab","SM_Prop_Mushroom_Group_04",Prop,Other,0.26,0.25,0.31,-0.12,-0.06,-0.15,0.13,0.19,0.15,1,290,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_Group_05.prefab","SM_Prop_Mushroom_Group_05",Prop,Other,0.36,0.22,0.32,-0.19,-0.04,-0.20,0.17,0.17,0.13,1,1046,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_Sparse_01.prefab","SM_Prop_Mushroom_Sparse_01",Prop,Other,1.19,0.26,1.10,-0.58,-0.03,-0.51,0.61,0.23,0.59,1,992,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_Sparse_02.prefab","SM_Prop_Mushroom_Sparse_02",Prop,Other,1.45,0.25,1.42,-0.75,-0.08,-0.74,0.70,0.17,0.67,1,1080,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_Sparse_03.prefab","SM_Prop_Mushroom_Sparse_03",Prop,Other,1.15,0.21,0.90,-0.61,-0.03,-0.45,0.54,0.17,0.45,1,714,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_Sparse_04.prefab","SM_Prop_Mushroom_Sparse_04",Prop,Other,1.68,0.25,1.18,-0.81,-0.06,-0.57,0.86,0.19,0.61,1,870,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Mushroom_Sparse_05.prefab","SM_Prop_Mushroom_Sparse_05",Prop,Other,1.73,0.22,1.32,-0.78,-0.04,-0.67,0.96,0.17,0.65,1,4838,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_ScareCrow_01.prefab","SM_Prop_ScareCrow_01",Prop,Other,2.95,3.84,0.80,-1.55,0.00,-0.28,1.40,3.84,0.52,1,3402,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_SciFiCable_01.prefab","SM_Prop_SciFiCable_01",Prop,Other,5.36,0.33,2.06,-2.68,0.00,-1.03,2.68,0.33,1.03,1,1296,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_SciFiCable_02.prefab","SM_Prop_SciFiCable_02",Prop,Other,2.43,0.50,2.26,-1.21,0.00,-1.13,1.21,0.50,1.13,1,1024,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_SciFiCrate_01.prefab","SM_Prop_SciFiCrate_01",Prop,Other,0.80,0.77,0.80,-0.40,0.00,-0.40,0.40,0.77,0.40,1,812,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_SciFiCrate_02.prefab","SM_Prop_SciFiCrate_02",Prop,Other,1.42,0.85,0.98,-0.71,-0.05,-0.49,0.71,0.80,0.49,1,332,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Sign_01.prefab","SM_Prop_Sign_01",Prop,Other,1.06,2.96,0.96,-0.57,-0.08,-0.37,0.49,2.88,0.59,1,702,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Sign_02.prefab","SM_Prop_Sign_02",Prop,Other,0.99,2.96,1.10,-0.57,-0.08,-0.49,0.42,2.88,0.61,1,558,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Sign_03.prefab","SM_Prop_Sign_03",Prop,Other,0.98,2.96,0.69,-0.48,-0.08,-0.34,0.50,2.88,0.35,1,430,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_StoneArch_01.prefab","SM_Prop_StoneArch_01",Prop,Other,5.55,4.02,2.60,-2.77,0.00,-1.30,2.77,4.02,1.30,1,424,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_StonePile_01.prefab","SM_Prop_StonePile_01",Prop,Other,0.88,1.48,0.73,-0.44,0.00,-0.38,0.44,1.49,0.35,1,1144,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_StonePile_02.prefab","SM_Prop_StonePile_02",Prop,Other,0.56,0.88,0.62,-0.28,0.00,-0.31,0.28,0.88,0.31,1,232,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_StonePile_03.prefab","SM_Prop_StonePile_03",Prop,Other,0.96,1.53,0.92,-0.48,0.00,-0.46,0.48,1.53,0.46,1,1788,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_StoneRunes_01.prefab","SM_Prop_StoneRunes_01",Prop,Other,1.33,3.33,0.57,-0.67,-0.26,-0.29,0.67,3.06,0.29,1,404,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_StoneRunes_02.prefab","SM_Prop_StoneRunes_02",Prop,Other,1.38,3.09,0.99,-0.69,-0.14,-0.50,0.69,2.95,0.50,1,416,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_StoneRunes_03.prefab","SM_Prop_StoneRunes_03",Prop,Other,1.56,3.49,1.01,-0.78,-0.34,-0.50,0.78,3.15,0.50,1,508,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_StoneStack_01.prefab","SM_Prop_StoneStack_01",Prop,Other,5.81,4.91,5.38,-2.91,0.00,-2.69,2.91,4.91,2.69,1,612,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_StoneStack_02.prefab","SM_Prop_StoneStack_02",Prop,Other,4.49,5.73,5.93,-2.32,-0.20,-2.95,2.17,5.53,2.98,1,412,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Stone_Hole_01.prefab","SM_Prop_Stone_Hole_01",Prop,Other,1.33,3.09,1.09,-0.66,-0.39,-0.55,0.66,2.70,0.55,1,276,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Sword_Stone_01.prefab","SM_Prop_Sword_Stone_01",Prop,Other,1.83,2.35,2.00,-0.73,0.00,-1.16,1.10,2.35,0.84,2,1264,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Wagon_Broken_01.prefab","SM_Prop_Wagon_Broken_01",Prop,Other,3.40,2.39,5.32,-1.89,-0.14,-2.28,1.51,2.25,3.04,1,3914,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_WaterWheel_01.prefab","SM_Prop_WaterWheel_01",Prop,Other,3.02,3.60,3.61,-0.65,-0.11,-1.80,2.38,3.49,1.80,3,4381,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_Well_01.prefab","SM_Prop_Well_01",Prop,Other,1.91,2.97,1.95,-0.84,-0.13,-0.98,1.07,2.84,0.98,1,1809,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_WindChime_01.prefab","SM_Prop_WindChime_01",Prop,Other,0.30,1.45,0.31,-0.14,-1.44,-0.16,0.16,0.01,0.15,1,851,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/Props/SM_Prop_WindChime_02.prefab","SM_Prop_WindChime_02",Prop,Other,0.48,1.64,0.45,-0.24,-1.64,-0.23,0.24,0.01,0.23,1,951,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Bush_01.prefab","SM_Env_Bush_01",Env,Other,2.68,2.88,2.44,-1.24,-0.04,-1.30,1.44,2.85,1.13,2,3642,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Bush_02.prefab","SM_Env_Bush_02",Env,Other,5.02,2.57,4.87,-2.62,-0.62,-2.67,2.41,1.95,2.21,3,3814,3,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Bush_03.prefab","SM_Env_Bush_03",Env,Other,5.92,3.43,4.11,-2.91,-0.34,-2.19,3.01,3.09,1.92,4,10264,2,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_CropField_Clump_01.prefab","SM_Env_CropField_Clump_01",Env,Other,2.19,1.35,2.39,-1.02,-0.12,-1.08,1.17,1.24,1.32,2,336,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_CropField_Clump_02.prefab","SM_Env_CropField_Clump_02",Env,Other,5.12,1.38,5.09,-2.66,-0.15,-2.56,2.46,1.24,2.53,2,2264,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Flowers_Flat_01.prefab","SM_Env_Flowers_Flat_01",Env,Other,2.07,0.14,2.02,-1.03,0.00,-1.00,1.03,0.14,1.02,1,18,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Flowers_Flat_02.prefab","SM_Env_Flowers_Flat_02",Env,Other,2.16,0.15,2.07,-1.08,0.00,-1.01,1.08,0.15,1.05,1,18,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Flowers_Flat_03.prefab","SM_Env_Flowers_Flat_03",Env,Other,2.25,0.18,2.01,-1.22,0.00,-1.00,1.03,0.18,1.01,1,8,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Bush_01.prefab","SM_Env_Grass_Bush_01",Env,Other,2.28,1.21,2.31,-1.18,-0.23,-1.18,1.10,0.97,1.12,3,110,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Large_01.prefab","SM_Env_Grass_Large_01",Env,Other,33.95,3.99,34.49,-16.82,-2.91,-17.67,17.14,1.08,16.82,3,36612,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Large_02.prefab","SM_Env_Grass_Large_02",Env,Other,33.20,3.46,34.59,-16.82,-0.40,-17.07,16.39,3.06,17.52,3,35200,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Large_03.prefab","SM_Env_Grass_Large_03",Env,Other,34.68,4.15,34.77,-17.24,-3.04,-17.90,17.44,1.11,16.88,3,37260,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Large_04.prefab","SM_Env_Grass_Large_04",Env,Other,34.01,3.42,34.24,-17.02,-0.71,-17.62,16.99,2.71,16.62,3,37422,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Med_Clump_01.prefab","SM_Env_Grass_Med_Clump_01",Env,Other,1.00,0.50,1.00,-0.50,-0.03,-0.43,0.50,0.47,0.57,2,10,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Med_Clump_02.prefab","SM_Env_Grass_Med_Clump_02",Env,Other,1.79,0.53,1.46,-0.85,-0.03,-0.68,0.93,0.50,0.78,2,18,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Med_Clump_03.prefab","SM_Env_Grass_Med_Clump_03",Env,Other,1.89,0.53,1.90,-0.94,-0.06,-0.95,0.95,0.47,0.95,3,50,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Med_Plane_01.prefab","SM_Env_Grass_Med_Plane_01",Env,Other,1.00,0.50,0.00,-0.50,-0.03,0.00,0.50,0.47,0.00,1,2,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Short_Clump_01.prefab","SM_Env_Grass_Short_Clump_01",Env,Other,1.00,0.25,1.00,-0.50,-0.03,-0.43,0.50,0.22,0.57,2,10,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Short_Clump_02.prefab","SM_Env_Grass_Short_Clump_02",Env,Other,1.79,0.27,1.46,-0.85,-0.03,-0.68,0.93,0.24,0.78,2,18,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Short_Clump_03.prefab","SM_Env_Grass_Short_Clump_03",Env,Other,1.89,0.28,1.90,-0.94,-0.06,-0.95,0.95,0.22,0.95,3,50,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Short_Plane_01.prefab","SM_Env_Grass_Short_Plane_01",Env,Other,1.00,0.25,0.00,-0.50,-0.03,0.00,0.50,0.22,0.00,1,2,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Tall_Clump_01.prefab","SM_Env_Grass_Tall_Clump_01",Env,Other,1.00,1.00,1.00,-0.50,-0.03,-0.43,0.50,0.97,0.57,2,10,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Tall_Clump_02.prefab","SM_Env_Grass_Tall_Clump_02",Env,Other,1.79,1.07,1.46,-0.85,-0.03,-0.68,0.93,1.04,0.78,2,18,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Tall_Clump_03.prefab","SM_Env_Grass_Tall_Clump_03",Env,Other,1.91,1.03,1.93,-0.97,-0.06,-0.95,0.95,0.97,0.98,3,54,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Tall_Clump_04.prefab","SM_Env_Grass_Tall_Clump_04",Env,Other,4.28,1.03,4.68,-2.13,-0.06,-2.32,2.16,0.97,2.36,3,378,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Tall_Clump_05.prefab","SM_Env_Grass_Tall_Clump_05",Env,Other,7.45,1.50,7.05,-3.85,-0.42,-3.59,3.60,1.08,3.46,3,1026,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Grass_Tall_Plane_01.prefab","SM_Env_Grass_Tall_Plane_01",Env,Other,1.00,1.00,0.00,-0.50,-0.03,0.00,0.50,0.97,0.00,1,2,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Ground_Cliff_Large_01.prefab","SM_Env_Ground_Cliff_Large_01",Env,Other,39.64,7.87,40.78,-18.42,-7.75,-21.07,21.22,0.12,19.70,1,3129,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Ground_Cliff_Large_02.prefab","SM_Env_Ground_Cliff_Large_02",Env,Other,41.47,6.68,42.67,-19.34,-3.86,-22.02,22.14,2.82,20.65,1,3139,1,0
"Assets/Synty/PolygonNatureBiomes/PNB_Meadow_Forest/Prefabs/SM_Env_Ground_Cover_01.prefab","SM_Env_Ground_Cover_01",Env,Other,2.89,1.59,1.64,-1.34,-0.10,-0.75,1.55,1.49,0.89,2,70,1,0
